id	length	MFE	Z-curve_x	Z-curve_y	Z-curve_z	GC	AUGC	GCskew
ENST00000229416	3813	-1171.30	0.0437975347495411	-0.026488329399423	0.113558877524259	0.486755835300288	1.25621301775148	0.0792899408284024
ENST00000262316	2992	-1272.20	-0.0501336898395722	0.0227272727272727	-0.257352941176471	0.511363636363636	0.590643274853801	-0.0579479000531632
ENST00000356271	3446	-1309.30	-0.0208937899013348	0.0179918746372607	-0.148578061520604	0.50899593731863	0.741283476503285	-0.0338554825669531
ENST00000312413	5631	-2022.40	-0.0612679808204581	-0.0179364233706269	-0.0669508080269935	0.491031788314687	0.874500665778961	-0.040612516644474
ENST00000295736	7757	-1913.80	-0.0233337630527265	-0.0602036869923939	0.28915817970865	0.469898156503803	1.81356546971346	0.0518679724338049
ENST00000074304	6752	-2205.80	-0.00118483412322279	-0.0148104265402844	0.044431279620853	0.492594786729858	1.09299442033478	0.0142591444513329
ENST00000265348	5254	-2207.00	0.0182717929196803	0.00647125999238668	-0.178149980966882	0.503235629996193	0.697576736672052	0.010016155088853
ENST00000317508	1837	-788.20	-0.0876428960261295	0.0146978769733261	-0.249863908546543	0.507348938486663	0.600174216027875	-0.0818815331010453
ENST00000262189	16860	-4864.10	0.0391459074733096	0.0552787663107948	0.0996441281138791	0.527639383155397	1.22134387351779	-0.0179183135704875
ENST00000375541	6660	-3292.40	0.173873873873874	-0.0144144144144145	-0.34024024024024	0.492792792792793	0.492269773694824	0.140488460676675
ENST00000265872	4658	-1139.50	0.118076427651352	0.0571060541004723	0.205667668527265	0.528553027050236	1.51783783783784	0.0767567567567567
ENST00000172229	3408	-1506.40	0.00117370892018775	0.040492957746479	-0.257629107981221	0.520246478873239	0.590293980401307	-0.031264582361176
ENST00000191018	1898	-693.90	-0.0432033719704953	0.0421496311907271	-0.143308746048472	0.521074815595364	0.749308755760369	-0.0746543778801844
ENST00000375759	12385	-4107.10	0.0635446104158257	0.0939039160274526	-0.0396447315300767	0.546951958013726	0.923734078906493	-0.0292016154085119
ENST00000162391	5524	-1916.50	-0.0376538740043447	0.0343953656770456	-0.0257060101375814	0.517197682838523	0.949876456053653	-0.0702435580656548
ENST00000328631	1746	-596.70	0.0801832760595648	0.0171821305841924	-0.0366552119129439	0.508591065292096	0.929281767955801	0.0607734806629835
ENST00000261523	1951	-540.70	0.080471553049718	0.0620194771911839	0.0958482829318298	0.531009738595592	1.21201814058957	0.0204081632653061
ENST00000261556	4259	-1255.00	0.00399154731157547	-0.0302888001878375	0.151444000939188	0.484855599906081	1.35694521306032	0.0403984504703929
ENST00000264926	5857	-1598.90	0.0100734164247909	0.0114393033976439	0.176370155369643	0.505719651698822	1.42827529021559	-0.00165837479270316
ENST00000367649	4378	-1470.60	0.0456829602558246	0.0603015075376885	-0.0360895386021014	0.530150753768844	0.930335097001764	-0.0141093474426808
ENST00000189444	3012	-1274.79	0.0371845949535192	0.047808764940239	-0.223107569721116	0.52390438247012	0.635179153094462	-0.00868621064060803
ENST00000261600	2108	-499.90	0.117647058823529	0.0341555977229602	0.208728652751423	0.51707779886148	1.52757793764988	0.105515587529976
ENST00000283684	6144	-1820.90	0.0345052083333334	0.00162760416666669	0.118815104166667	0.500813802083333	1.26967122275582	0.0373106760251201
ENST00000373344	11167	-2723.57	0.115250291036089	0.0212232470672517	0.263007074415689	0.510611623533626	1.71373025516403	0.127582017010936
ENST00000325324	4356	-1198.20	0.0312213039485767	-0.019742883379247	0.211662075298439	0.490128558310376	1.53698311007571	0.0646476412347117
ENST00000264691	670	-189.90	0.158208955223881	0.008955223880597	0.0686567164179105	0.504477611940298	1.1474358974359	0.16025641025641
ENST00000372479	1662	-467.00	0.127557160048135	0.01323706377858	0.168471720818291	0.50661853188929	1.40520984081042	0.137481910274964
ENST00000205135	4209	-1660.10	-0.0273224043715847	0.0681872178664766	-0.1808030411024	0.534093608933238	0.693762575452716	-0.0808853118712273
