id	length	MFE	Z-curve_x	Z-curve_y	Z-curve_z	GC	AUGC	GCskew
ENST00000376398	5070	-2124.60	-0.0268244575936883	-0.0508875739644971	-0.0465483234714004	0.5232741617357	0.911044101017716	0.0229928382962684
ENST00000366822	1173	-393.40	0.0946291560102301	-0.011082693947144	-0.0161977834612106	0.508098891730605	0.968120805369127	0.104026845637584
ENST00000444431	4560	-1384.20	-0.0109649122807017	-0.00614035087719295	0.0837719298245614	0.458114035087719	1.18286261369076	-0.00526567735758738
ENST00000310916	7100	-2578.00	-0.016056338028169	0.0123943661971831	-0.0408450704225352	0.520422535211268	0.921515561569689	-0.0273342354533153
ENST00000366234	884	-285.30	-0.0180995475113122	-0.00904977375565608	-0.00904977375565608	0.504524886877828	0.982062780269058	-0.00896860986547082
ENST00000457302	697	-262.70	-0.018651362984218	0.0473457675753228	-0.179340028694405	0.589670014347202	0.695863746958638	-0.0559610705596107
ENST00000341866	3384	-1342.10	-0.00413711583924359	-0.0177304964539007	-0.108156028368794	0.554078014184397	0.8048	0.0122666666666667
ENST00000377178	1504	-351.60	0.0252659574468086	-0.011968085106383	0.265957446808511	0.367021276595745	1.72463768115942	0.0507246376811595
ENST00000377680	3437	-1078.30	-0.0852487634565028	-0.0963049170788479	0.107942973523422	0.446028513238289	1.24200913242009	0.0123939986953686
ENST00000406213	1476	-642.80	-0.0108401084010841	0.0420054200542006	-0.296747967479675	0.648373983739837	0.542319749216301	-0.0407523510971787
ENST00000577684	1871	-623.70	-0.241047568145377	0.0871191876002139	-0.164083377872795	0.582041688936398	0.718089990817263	-0.281910009182736
ENST00000417705	1389	-638.70	0.062634989200864	0.0179985601151907	-0.251259899208063	0.625629949604032	0.598388952819333	0.0356731875719218
ENST00000431979	3516	-857.80	0.00625711035267346	-0.052901023890785	0.291240045506257	0.354379977246871	1.82182985553772	0.0834670947030497
ENST00000413977	564	-167.30	-0.0212765957446809	0.109929078014184	0.0106382978723403	0.49468085106383	1.02150537634409	-0.132616487455197
ENST00000439298	2055	-827.60	0.0111922141119222	-0.0248175182481751	-0.147445255474453	0.573722627737226	0.743002544529262	0.0313825275657337
